JobSatisfaction,Workload_Binned,SleepHours_Binned,Age_Binned,Stress_Binned,Experience_Binned,JobLevel,Gender,MaritalStatus,Dept,EmpType,haveOT_Binned
Neutral,4,6,30-39,2,6-10,Senior,Male,Married,Marketing,Full-Time,No
Neutral,2,5,30-39,4,6-10,Senior,Male,Single,IT,Full-Time,Yes
Neutral,5,6,40-49,1,16-20,Senior,Female,Married,Marketing,Part-Time,No
Neutral,5,6,30-39,1,11-15,Senior,Male,Single,Marketing,Full-Time,Yes
Neutral,2,5,50-59,2,21-25,Senior,Male,Married,Operations,Full-Time,No
Neutral,4,7,50-59,4,11-15,Senior,Male,Married,IT,Part-Time,Yes
Neutral,4,5,30-39,3,6-10,Mid,Female,Single,Sales,Full-Time,No
Neutral,1,6,30-39,1,11-15,Senior,Male,Married,IT,Full-Time,Yes
Neutral,5,6,30-39,4,1-5,Mid,Male,Divorced,Finance,Part-Time,Yes
Neutral,5,5,30-39,3,1-5,Senior,Female,Married,Finance,Contract,Yes
Neutral,4,7,40-49,1,21-25,Senior,Male,Married,Legal,Full-Time,No
Neutral,5,5,40-49,3,21-25,Lead,Female,Single,IT,Full-Time,Yes
Neutral,5,7,30-39,1,11-15,Senior,Female,Married,HR,Full-Time,Yes
Neutral,4,7,30-39,2,11-15,Mid,Male,Married,Legal,Full-Time,Yes
Neutral,2,5,40-49,2,21-25,Lead,Male,Married,Finance,Full-Time,Yes
Neutral,5,7,40-49,1,21-25,Senior,Male,Married,IT,Full-Time,Yes
Neutral,4,7,20-29,2,1-5,Senior,Female,Single,Sales,Full-Time,Yes
Neutral,5,7,30-39,1,1-5,Senior,Female,Married,IT,Full-Time,No
Neutral,4,7,50-59,5,21-25,Lead,Female,Married,Marketing,Full-Time,No
Neutral,5,6,30-39,2,11-15,Senior,Female,Single,Marketing,Full-Time,No
Neutral,3,7,30-39,4,6-10,Senior,Male,Single,Sales,Part-Time,Yes
Neutral,5,5,50-59,2,11-15,Lead,Male,Divorced,Operations,Full-Time,No
Neutral,4,6,20-29,4,1-5,Senior,Female,Single,Finance,Part-Time,No
Neutral,5,6,40-49,5,6-10,Senior,Female,Married,Finance,Full-Time,No
Neutral,3,7,30-39,2,11-15,Senior,Other,Single,Finance,Full-Time,Yes
Neutral,3,5,40-49,2,16-20,Senior,Male,Married,Customer Service,Contract,No
Neutral,2,7,30-39,3,6-10,Senior,Male,Single,HR,Full-Time,No
Neutral,5,6,50-59,2,1-5,Lead,Female,Married,IT,Part-Time,No
Neutral,1,7,30-39,1,11-15,Senior,Male,Married,Sales,Full-Time,No
Neutral,3,7,30-39,1,16-20,Senior,Male,Married,Finance,Part-Time,No
Neutral,3,5,40-49,1,1-5,Senior,Female,Married,Marketing,Full-Time,No
Neutral,2,6,30-39,2,11-15,Mid,Male,Married,Sales,Full-Time,No
Neutral,4,8,50-59,1,11-15,Lead,Male,Married,Legal,Full-Time,No
Neutral,5,6,40-49,1,16-20,Senior,Other,Single,Finance,Full-Time,No
Neutral,1,7,30-39,2,6-10,Senior,Female,Married,Finance,Full-Time,No
Neutral,3,8,50-59,1,21-25,Senior,Male,Married,IT,Full-Time,No
Neutral,3,5,30-39,1,11-15,Senior,Female,Married,Marketing,Part-Time,No
Neutral,2,6,40-49,2,1-5,Mid,Male,Married,IT,Contract,Yes
Neutral,4,5,50-59,1,16-20,Senior,Female,Married,Marketing,Full-Time,No
Neutral,4,7,40-49,4,11-15,Senior,Female,Married,Operations,Part-Time,Yes
Neutral,1,6,30-39,2,11-15,Mid,Other,Single,Legal,Full-Time,No
Neutral,4,5,50-59,2,6-10,Lead,Male,Divorced,Finance,Full-Time,No
Neutral,1,7,40-49,3,6-10,Mid,Other,Single,Operations,Full-Time,No
Neutral,3,7,40-49,1,21-25,Mid,Male,Married,Finance,Full-Time,No
Neutral,5,5,50-59,1,16-20,Lead,Male,Married,Finance,Full-Time,No
Neutral,4,6,50-59,1,21-25,Senior,Female,Married,Finance,Part-Time,No
Neutral,3,7,40-49,1,16-20,Senior,Male,Married,Finance,Contract,No
Neutral,5,8,50-59,1,26-30,Lead,Female,Married,Finance,Full-Time,No
Neutral,2,7,50-59,3,26-30,Lead,Other,Single,Finance,Full-Time,No
Neutral,1,6,30-39,1,1-5,Mid,Female,Married,Sales,Part-Time,No
Neutral,1,6,40-49,1,11-15,Lead,Male,Married,IT,Full-Time,Yes
Neutral,2,7,50-59,1,11-15,Senior,Male,Married,Legal,Part-Time,No
Neutral,1,6,30-39,3,1-5,Senior,Other,Single,Operations,Full-Time,No
Neutral,1,7,40-49,1,21-25,Mid,Male,Married,IT,Full-Time,Yes
Neutral,4,8,30-39,1,6-10,Senior,Female,Married,Customer Service,Full-Time,No
Neutral,3,5,30-39,1,16-20,Mid,Other,Single,Finance,Part-Time,No
Neutral,3,7,40-49,1,21-25,Senior,Female,Married,Sales,Full-Time,No
Neutral,2,7,30-39,3,11-15,Senior,Female,Married,HR,Part-Time,No
Neutral,4,5,30-39,2,6-10,Senior,Male,Married,IT,Full-Time,No
Neutral,5,6,30-39,3,11-15,Senior,Male,Married,Finance,Part-Time,No
Neutral,3,7,50-59,2,6-10,Lead,Male,Divorced,IT,Full-Time,Yes
Neutral,1,7,30-39,1,16-20,Senior,Female,Married,Customer Service,Part-Time,No
Neutral,5,6,40-49,1,6-10,Senior,Female,Married,Operations,Full-Time,No
Neutral,2,5,30-39,1,16-20,Senior,Male,Married,Legal,Part-Time,No
Neutral,3,5,30-39,2,11-15,Senior,Male,Married,Finance,Contract,No
Neutral,1,6,30-39,1,6-10,Senior,Female,Divorced,Finance,Full-Time,No
Neutral,4,8,30-39,4,11-15,Senior,Female,Single,Finance,Part-Time,No
Neutral,1,6,30-39,4,6-10,Senior,Male,Married,HR,Full-Time,No
Neutral,4,6,30-39,2,11-15,Senior,Male,Married,Finance,Full-Time,No
Neutral,4,7,50-59,1,21-25,Senior,Female,Married,Sales,Full-Time,No
Neutral,5,6,30-39,1,6-10,Senior,Female,Single,HR,Full-Time,No
Neutral,4,8,50-59,1,1-5,Senior,Male,Married,Marketing,Full-Time,No
Neutral,1,6,50-59,1,11-15,Lead,Male,Married,IT,Full-Time,No
Neutral,1,6,30-39,1,16-20,Mid,Female,Single,HR,Part-Time,No
Neutral,1,8,50-59,4,26-30,Lead,Female,Married,Legal,Full-Time,No
Neutral,2,6,50-59,1,11-15,Senior,Female,Married,Sales,Full-Time,Yes
Neutral,3,7,50-59,2,26-30,Lead,Male,Married,Marketing,Full-Time,No
Neutral,3,8,30-39,5,6-10,Senior,Female,Single,Finance,Part-Time,No
Neutral,2,7,50-59,3,11-15,Lead,Female,Divorced,Sales,Full-Time,No
Neutral,1,7,50-59,1,11-15,Senior,Male,Married,IT,Part-Time,Yes
Neutral,3,8,30-39,2,16-20,Senior,Male,Married,IT,Contract,Yes
Neutral,3,7,30-39,1,11-15,Senior,Other,Single,IT,Part-Time,Yes
Neutral,1,7,50-59,1,1-5,Senior,Male,Married,IT,Full-Time,Yes
Neutral,4,5,30-39,1,16-20,Mid,Female,Single,Operations,Part-Time,Yes
Neutral,5,8,30-39,1,1-5,Senior,Female,Married,Operations,Full-Time,No
Neutral,3,8,30-39,1,1-5,Senior,Female,Married,HR,Full-Time,No
Neutral,1,6,50-59,1,21-25,Lead,Female,Married,Sales,Full-Time,Yes
Neutral,4,7,40-49,1,16-20,Mid,Female,Married,Sales,Contract,Yes
Neutral,5,6,40-49,1,16-20,Lead,Male,Divorced,Operations,Full-Time,No
Neutral,5,6,40-49,1,21-25,Lead,Male,Married,IT,Full-Time,Yes
Neutral,5,8,30-39,1,1-5,Senior,Male,Married,Legal,Full-Time,No
Neutral,2,7,50-59,1,1-5,Lead,Male,Married,IT,Full-Time,Yes
Neutral,5,7,30-39,1,11-15,Senior,Male,Married,Sales,Full-Time,No
Neutral,2,6,40-49,2,11-15,Senior,Female,Married,Finance,Part-Time,No
Neutral,1,6,30-39,2,6-10,Senior,Male,Married,Operations,Full-Time,No
Neutral,1,8,40-49,3,6-10,Senior,Female,Married,Customer Service,Full-Time,No
Neutral,3,5,30-39,1,11-15,Senior,Female,Married,Sales,Part-Time,No
Neutral,5,6,20-29,1,6-10,Mid,Female,Single,Legal,Part-Time,No
Neutral,1,7,50-59,4,16-20,Lead,Male,Married,Operations,Part-Time,No
Neutral,5,6,30-39,1,6-10,Senior,Male,Single,Finance,Full-Time,No
Neutral,2,6,30-39,1,1-5,Senior,Female,Single,Operations,Full-Time,No
Neutral,5,6,30-39,1,11-15,Senior,Female,Married,Finance,Full-Time,No
Neutral,1,6,30-39,1,6-10,Senior,Other,Single,IT,Contract,Yes
Neutral,4,6,40-49,3,21-25,Senior,Female,Single,Marketing,Part-Time,No
Neutral,1,7,40-49,1,6-10,Lead,Female,Married,Operations,Contract,No
Neutral,1,8,30-39,1,11-15,Mid,Male,Married,IT,Full-Time,Yes
Neutral,1,7,30-39,4,16-20,Senior,Other,Single,Marketing,Full-Time,No
Neutral,5,5,30-39,1,11-15,Senior,Other,Single,Operations,Full-Time,No
Neutral,1,7,50-59,2,26-30,Lead,Male,Married,IT,Full-Time,Yes
Neutral,3,7,30-39,2,6-10,Senior,Male,Married,Operations,Part-Time,No
Neutral,3,7,40-49,3,21-25,Senior,Female,Married,Marketing,Full-Time,No
Neutral,1,7,40-49,2,21-25,Lead,Male,Divorced,Sales,Contract,Yes
Neutral,3,6,50-59,1,11-15,Lead,Female,Married,HR,Part-Time,No
Neutral,3,6,50-59,1,1-5,Lead,Female,Married,IT,Full-Time,Yes
Neutral,3,8,40-49,2,11-15,Senior,Other,Single,Legal,Full-Time,No
Neutral,4,5,40-49,1,6-10,Senior,Male,Married,Finance,Part-Time,No
Neutral,5,7,30-39,1,6-10,Senior,Female,Married,Operations,Full-Time,No
Neutral,2,6,50-59,1,1-5,Senior,Male,Married,Finance,Part-Time,No
Neutral,5,6,20-29,1,1-5,Mid,Male,Single,HR,Full-Time,No
Neutral,4,8,30-39,1,11-15,Mid,Male,Married,HR,Full-Time,No
Neutral,5,8,30-39,1,11-15,Senior,Male,Married,Operations,Full-Time,No
Neutral,2,7,30-39,1,11-15,Senior,Female,Single,Operations,Full-Time,Yes
Neutral,1,7,40-49,1,16-20,Senior,Other,Single,Customer Service,Full-Time,No
Neutral,3,8,40-49,1,16-20,Senior,Female,Married,Sales,Full-Time,No
Neutral,2,6,30-39,1,6-10,Senior,Male,Single,Finance,Full-Time,No
Neutral,1,6,40-49,1,21-25,Mid,Male,Married,Finance,Full-Time,No
Neutral,1,8,30-39,2,6-10,Senior,Female,Single,Legal,Full-Time,Yes
Neutral,1,7,30-39,2,6-10,Senior,Male,Married,Sales,Contract,No
Neutral,1,7,30-39,1,11-15,Senior,Male,Married,IT,Full-Time,Yes
Neutral,1,8,50-59,1,11-15,Senior,Other,Single,HR,Full-Time,No
Neutral,1,8,30-39,3,11-15,Senior,Male,Married,IT,Full-Time,Yes
Neutral,4,7,50-59,1,11-15,Lead,Female,Married,Finance,Full-Time,No
Neutral,2,6,50-59,1,11-15,Lead,Female,Married,Operations,Full-Time,No
Neutral,4,6,40-49,1,21-25,Senior,Male,Divorced,Customer Service,Full-Time,No
Neutral,1,6,20-29,1,1-5,Senior,Male,Single,Sales,Part-Time,No
Neutral,4,6,30-39,3,11-15,Senior,Male,Single,Finance,Full-Time,No
Neutral,5,6,50-59,2,26-30,Lead,Male,Married,IT,Full-Time,Yes
Neutral,5,6,30-39,1,6-10,Senior,Other,Single,HR,Full-Time,Yes
Neutral,3,5,60-69,4,26-30,Lead,Male,Married,Finance,Full-Time,No
Neutral,5,7,40-49,1,16-20,Lead,Female,Married,IT,Full-Time,Yes
Neutral,4,6,30-39,1,6-10,Senior,Male,Single,IT,Full-Time,Yes
Neutral,5,7,30-39,1,11-15,Senior,Male,Married,Finance,Full-Time,No
Neutral,4,7,30-39,2,6-10,Senior,Female,Divorced,Operations,Full-Time,Yes
Neutral,5,6,30-39,1,6-10,Mid,Other,Single,IT,Full-Time,Yes
Neutral,3,5,40-49,2,26-30,Senior,Female,Married,Legal,Contract,No
Neutral,5,7,50-59,3,6-10,Lead,Male,Married,IT,Full-Time,Yes
Neutral,3,6,30-39,1,16-20,Mid,Male,Married,Legal,Full-Time,Yes
Neutral,5,6,40-49,1,16-20,Senior,Male,Married,IT,Full-Time,Yes
Neutral,3,6,40-49,3,6-10,Senior,Male,Married,Sales,Part-Time,No
Neutral,4,6,50-59,1,11-15,Lead,Female,Married,Operations,Contract,No
Neutral,2,5,30-39,1,1-5,Senior,Male,Divorced,Operations,Part-Time,Yes
Neutral,4,5,30-39,1,11-15,Mid,Female,Married,Legal,Full-Time,No
Neutral,3,6,20-29,3,6-10,Senior,Male,Single,HR,Part-Time,Yes
Neutral,5,7,30-39,2,1-5,Mid,Male,Married,IT,Part-Time,Yes
Neutral,4,8,30-39,5,11-15,Senior,Male,Married,Finance,Full-Time,Yes
Neutral,5,5,20-29,1,1-5,Mid,Male,Single,Legal,Full-Time,No
Neutral,5,6,40-49,1,21-25,Senior,Female,Married,Finance,Full-Time,No
Neutral,1,6,40-49,2,6-10,Mid,Female,Married,IT,Full-Time,Yes
Neutral,4,6,40-49,1,16-20,Senior,Male,Married,Marketing,Full-Time,No
Neutral,5,6,30-39,1,11-15,Senior,Female,Married,Sales,Full-Time,No
Neutral,4,7,30-39,4,6-10,Mid,Male,Single,Operations,Full-Time,Yes
Neutral,4,8,50-59,1,21-25,Senior,Male,Married,IT,Full-Time,Yes
Neutral,3,7,40-49,3,21-25,Senior,Male,Single,IT,Full-Time,Yes
Neutral,5,6,40-49,2,21-25,Lead,Male,Married,IT,Contract,Yes
Neutral,4,6,20-29,3,6-10,Mid,Female,Single,Finance,Full-Time,No
Neutral,4,6,50-59,5,21-25,Senior,Other,Single,IT,Full-Time,Yes
Neutral,4,7,30-39,1,16-20,Senior,Male,Divorced,Finance,Full-Time,No
Neutral,4,5,30-39,3,6-10,Mid,Female,Married,Marketing,Full-Time,No
Neutral,5,7,30-39,1,6-10,Mid,Female,Single,Marketing,Full-Time,Yes
Neutral,5,5,30-39,1,6-10,Senior,Male,Married,Operations,Full-Time,No
Neutral,5,8,30-39,3,11-15,Mid,Male,Married,IT,Full-Time,Yes
Neutral,2,5,40-49,3,16-20,Senior,Male,Married,IT,Full-Time,Yes
Neutral,5,8,30-39,1,6-10,Mid,Male,Single,IT,Full-Time,Yes
Neutral,3,6,30-39,1,6-10,Mid,Male,Married,IT,Full-Time,Yes
Neutral,4,5,30-39,3,1-5,Senior,Male,Married,Sales,Contract,No
Neutral,4,6,30-39,1,6-10,Senior,Male,Single,Operations,Full-Time,No
Neutral,4,7,30-39,2,16-20,Mid,Female,Married,IT,Full-Time,Yes
Neutral,4,5,30-39,4,1-5,Senior,Male,Single,IT,Part-Time,Yes
Neutral,5,6,30-39,3,6-10,Senior,Female,Married,Operations,Full-Time,No
Neutral,4,5,40-49,1,11-15,Senior,Male,Married,IT,Full-Time,Yes
Neutral,5,6,20-29,1,1-5,Mid,Male,Single,IT,Full-Time,Yes
Neutral,3,7,30-39,3,11-15,Senior,Female,Married,Customer Service,Full-Time,No
Neutral,2,7,20-29,3,6-10,Senior,Female,Single,Marketing,Part-Time,No
Neutral,2,5,30-39,1,16-20,Senior,Female,Single,Finance,Full-Time,Yes
Neutral,4,6,40-49,5,16-20,Senior,Male,Single,Sales,Contract,No
Neutral,5,7,30-39,2,11-15,Senior,Male,Married,Finance,Full-Time,No
Neutral,3,7,50-59,1,26-30,Lead,Female,Married,Operations,Part-Time,Yes
Neutral,4,7,50-59,1,21-25,Senior,Female,Divorced,IT,Contract,Yes
Neutral,4,7,30-39,3,11-15,Senior,Female,Married,Marketing,Full-Time,No
Neutral,1,7,40-49,4,11-15,Lead,Male,Married,IT,Part-Time,Yes
Neutral,4,6,30-39,1,11-15,Mid,Male,Married,HR,Full-Time,No
Neutral,5,6,30-39,1,11-15,Senior,Male,Married,IT,Part-Time,Yes
Neutral,4,5,50-59,3,16-20,Lead,Male,Married,Sales,Part-Time,No
Neutral,4,6,30-39,1,11-15,Senior,Male,Married,IT,Part-Time,Yes
Neutral,5,6,30-39,3,11-15,Mid,Female,Married,HR,Full-Time,No
Neutral,5,6,30-39,1,1-5,Senior,Female,Married,Operations,Full-Time,No
Neutral,3,8,40-49,2,16-20,Lead,Male,Divorced,Customer Service,Full-Time,Yes
Neutral,4,6,30-39,3,11-15,Senior,Female,Married,Operations,Part-Time,No
Neutral,5,6,30-39,1,11-15,Senior,Female,Single,Operations,Full-Time,No
Neutral,4,8,40-49,3,16-20,Senior,Male,Married,IT,Full-Time,Yes
Neutral,5,4,40-49,1,11-15,Senior,Male,Married,Sales,Full-Time,No
Neutral,4,6,50-59,1,21-25,Senior,Other,Single,Operations,Full-Time,Yes
Neutral,4,7,30-39,3,11-15,Senior,Male,Married,IT,Full-Time,Yes
Neutral,5,6,30-39,1,11-15,Senior,Female,Married,Marketing,Full-Time,No
Neutral,5,6,60-69,2,26-30,Lead,Male,Married,IT,Full-Time,Yes
Neutral,4,5,30-39,2,16-20,Senior,Female,Married,Finance,Full-Time,Yes
Neutral,5,7,50-59,1,16-20,Senior,Female,Divorced,Sales,Part-Time,No
Neutral,2,8,30-39,1,6-10,Mid,Female,Married,Sales,Part-Time,Yes
Neutral,3,7,40-49,2,21-25,Mid,Male,Married,IT,Full-Time,Yes
Neutral,5,6,50-59,3,21-25,Lead,Female,Married,Marketing,Full-Time,Yes
Neutral,5,7,30-39,1,11-15,Senior,Female,Single,Marketing,Full-Time,No
Neutral,2,6,20-29,2,1-5,Mid,Male,Single,IT,Contract,Yes
Neutral,5,7,30-39,1,6-10,Mid,Male,Married,Legal,Full-Time,No
Neutral,5,6,30-39,5,11-15,Senior,Male,Married,Legal,Full-Time,Yes
Neutral,5,7,50-59,2,16-20,Senior,Female,Married,Finance,Full-Time,No
Neutral,5,7,30-39,5,6-10,Mid,Male,Married,IT,Part-Time,Yes
Neutral,5,5,40-49,2,6-10,Lead,Male,Married,IT,Part-Time,Yes
Neutral,2,7,20-29,5,6-10,Senior,Male,Single,Sales,Part-Time,No
Neutral,2,8,20-29,3,6-10,Mid,Female,Single,Operations,Full-Time,Yes
Dissatisfied,5,7,30-39,4,16-20,Senior,Male,Married,Finance,Full-Time,No
Dissatisfied,4,8,40-49,5,6-10,Senior,Male,Married,Finance,Full-Time,No
Dissatisfied,4,6,30-39,1,11-15,Mid,Female,Single,Operations,Full-Time,Yes
Dissatisfied,3,7,60-69,5,1-5,Senior,Male,Married,Sales,Full-Time,No
Dissatisfied,4,5,50-59,1,16-20,Senior,Female,Married,Sales,Full-Time,No
Dissatisfied,3,5,30-39,3,1-5,Mid,Male,Single,Finance,Full-Time,Yes
Dissatisfied,4,7,30-39,3,1-5,Senior,Male,Married,Sales,Full-Time,Yes
Dissatisfied,3,6,30-39,1,6-10,Senior,Male,Single,Sales,Full-Time,Yes
Dissatisfied,4,7,30-39,3,11-15,Mid,Male,Single,Finance,Part-Time,No
Dissatisfied,3,6,40-49,2,16-20,Senior,Other,Single,Operations,Full-Time,No
Dissatisfied,4,6,30-39,1,11-15,Mid,Other,Single,Finance,Contract,No
Dissatisfied,1,7,40-49,4,16-20,Mid,Male,Divorced,HR,Full-Time,No
Dissatisfied,2,7,40-49,1,6-10,Senior,Male,Divorced,IT,Full-Time,Yes
Dissatisfied,4,8,40-49,1,21-25,Senior,Female,Married,Legal,Part-Time,No
Dissatisfied,1,6,50-59,1,21-25,Senior,Female,Married,Operations,Full-Time,No
Dissatisfied,5,7,40-49,1,21-25,Senior,Male,Married,IT,Part-Time,Yes
Dissatisfied,5,6,30-39,1,11-15,Senior,Male,Married,Operations,Full-Time,No
Dissatisfied,4,5,50-59,1,11-15,Lead,Female,Married,HR,Full-Time,No
Dissatisfied,2,6,30-39,5,6-10,Senior,Female,Single,Customer Service,Contract,No
Dissatisfied,5,6,30-39,1,11-15,Senior,Other,Single,IT,Full-Time,Yes
Dissatisfied,1,5,20-29,1,6-10,Senior,Female,Married,HR,Full-Time,No
Dissatisfied,2,5,50-59,1,6-10,Senior,Male,Married,IT,Part-Time,Yes
Dissatisfied,3,7,30-39,1,6-10,Mid,Other,Single,Sales,Part-Time,No
Dissatisfied,2,5,40-49,1,21-25,Senior,Female,Married,Finance,Part-Time,No
Dissatisfied,3,5,50-59,2,6-10,Lead,Male,Married,IT,Contract,Yes
Dissatisfied,1,7,50-59,1,11-15,Lead,Male,Married,IT,Full-Time,Yes
Dissatisfied,3,7,30-39,1,6-10,Senior,Male,Single,Legal,Full-Time,No
Dissatisfied,2,8,30-39,3,11-15,Mid,Female,Married,Marketing,Contract,No
Dissatisfied,4,7,40-49,3,6-10,Senior,Male,Divorced,Finance,Contract,No
Dissatisfied,5,7,30-39,2,1-5,Senior,Female,Married,Legal,Part-Time,No
Dissatisfied,1,4,40-49,1,1-5,Senior,Female,Divorced,Marketing,Full-Time,No
Dissatisfied,1,5,50-59,2,11-15,Lead,Female,Married,Operations,Contract,No
Dissatisfied,3,6,50-59,1,16-20,Senior,Female,Married,Legal,Full-Time,No
Dissatisfied,4,8,30-39,1,11-15,Senior,Female,Married,IT,Full-Time,Yes
Dissatisfied,4,6,30-39,3,6-10,Senior,Female,Single,Operations,Part-Time,No
Dissatisfied,1,7,50-59,1,6-10,Senior,Male,Married,Operations,Part-Time,Yes
Dissatisfied,3,6,50-59,2,26-30,Senior,Female,Married,Finance,Full-Time,No
Dissatisfied,3,7,40-49,1,21-25,Lead,Female,Married,Finance,Part-Time,No
Dissatisfied,5,6,50-59,1,11-15,Senior,Male,Married,Finance,Full-Time,No
Dissatisfied,2,7,40-49,1,1-5,Mid,Other,Single,Operations,Full-Time,Yes
Dissatisfied,5,7,30-39,1,6-10,Mid,Male,Single,Marketing,Full-Time,No
Dissatisfied,3,6,50-59,1,21-25,Senior,Male,Divorced,Finance,Contract,No
Dissatisfied,3,7,50-59,1,21-25,Senior,Male,Married,Sales,Full-Time,Yes
Dissatisfied,2,8,30-39,1,11-15,Senior,Male,Single,IT,Contract,Yes
Dissatisfied,1,7,40-49,1,1-5,Mid,Female,Married,Sales,Full-Time,No
Dissatisfied,3,5,50-59,2,1-5,Lead,Female,Married,Finance,Full-Time,No
Dissatisfied,1,7,40-49,3,21-25,Lead,Other,Single,Legal,Full-Time,Yes
Dissatisfied,5,7,30-39,1,16-20,Senior,Male,Married,Sales,Part-Time,No
Dissatisfied,5,8,40-49,1,21-25,Mid,Female,Single,Sales,Full-Time,No
Dissatisfied,1,9,30-39,3,1-5,Senior,Male,Single,Sales,Contract,No
Dissatisfied,1,6,40-49,1,6-10,Mid,Female,Married,IT,Full-Time,Yes
Dissatisfied,1,8,40-49,3,6-10,Senior,Female,Married,HR,Full-Time,No
Dissatisfied,3,7,30-39,1,16-20,Senior,Other,Single,IT,Full-Time,Yes
Dissatisfied,3,6,30-39,3,11-15,Senior,Male,Married,Operations,Contract,No
Dissatisfied,3,8,40-49,3,16-20,Lead,Male,Married,Finance,Part-Time,No
Dissatisfied,4,7,20-29,1,1-5,Mid,Female,Single,Finance,Full-Time,No
Dissatisfied,1,7,20-29,2,6-10,Mid,Male,Married,IT,Full-Time,Yes
Dissatisfied,1,6,30-39,1,16-20,Senior,Male,Single,Operations,Full-Time,No
Dissatisfied,3,9,30-39,2,11-15,Mid,Male,Single,Legal,Part-Time,No
Dissatisfied,5,6,30-39,1,11-15,Mid,Male,Married,IT,Full-Time,No
Dissatisfied,1,5,50-59,5,16-20,Senior,Female,Married,Sales,Full-Time,No
Dissatisfied,4,9,50-59,1,6-10,Senior,Male,Married,Finance,Full-Time,No
Dissatisfied,4,7,30-39,3,11-15,Senior,Male,Married,Finance,Part-Time,No
Dissatisfied,3,7,30-39,2,6-10,Senior,Female,Married,Finance,Part-Time,No
Dissatisfied,3,6,40-49,2,26-30,Senior,Male,Married,IT,Part-Time,No
Dissatisfied,4,8,60-69,1,21-25,Senior,Female,Divorced,IT,Full-Time,Yes
Dissatisfied,2,6,30-39,3,1-5,Mid,Female,Married,Marketing,Part-Time,No
Dissatisfied,3,6,20-29,1,6-10,Senior,Female,Single,Sales,Full-Time,No
Dissatisfied,1,6,40-49,1,6-10,Senior,Female,Divorced,Customer Service,Full-Time,No
Dissatisfied,2,8,20-29,3,1-5,Senior,Female,Single,IT,Full-Time,Yes
Dissatisfied,1,7,30-39,1,6-10,Senior,Male,Single,IT,Full-Time,Yes
Dissatisfied,1,6,50-59,1,21-25,Senior,Male,Married,Operations,Contract,No
Dissatisfied,1,5,50-59,1,11-15,Senior,Male,Married,IT,Full-Time,Yes
Dissatisfied,3,6,30-39,1,11-15,Senior,Female,Married,Sales,Full-Time,No
Dissatisfied,5,8,30-39,2,11-15,Mid,Female,Married,Legal,Full-Time,No
Dissatisfied,3,8,50-59,3,11-15,Senior,Male,Married,Sales,Full-Time,No
Dissatisfied,2,7,30-39,1,1-5,Senior,Male,Single,Operations,Part-Time,Yes
Dissatisfied,1,6,30-39,1,6-10,Senior,Male,Married,Customer Service,Part-Time,No
Dissatisfied,4,6,20-29,1,6-10,Mid,Male,Single,Finance,Full-Time,No
Dissatisfied,3,6,30-39,2,11-15,Senior,Other,Single,IT,Part-Time,No
Dissatisfied,1,5,30-39,2,11-15,Senior,Female,Married,Legal,Full-Time,No
Dissatisfied,3,8,30-39,1,1-5,Senior,Male,Married,IT,Full-Time,Yes
Dissatisfied,2,7,30-39,1,11-15,Senior,Female,Married,Legal,Full-Time,Yes
Dissatisfied,3,6,20-29,1,1-5,Senior,Male,Single,Marketing,Full-Time,No
Dissatisfied,4,7,30-39,2,11-15,Mid,Female,Married,Marketing,Full-Time,No
Dissatisfied,2,6,30-39,1,16-20,Senior,Female,Married,Operations,Part-Time,Yes
Dissatisfied,1,5,30-39,2,1-5,Senior,Female,Single,Operations,Full-Time,No
Dissatisfied,5,5,40-49,2,21-25,Lead,Other,Single,Marketing,Part-Time,No
Dissatisfied,5,5,50-59,2,16-20,Lead,Male,Married,Finance,Full-Time,No
Dissatisfied,4,7,40-49,1,16-20,Senior,Male,Married,IT,Full-Time,No
Dissatisfied,2,8,50-59,3,16-20,Senior,Male,Married,IT,Full-Time,Yes
Dissatisfied,3,7,30-39,3,11-15,Mid,Male,Married,Operations,Contract,No
Dissatisfied,4,6,30-39,3,11-15,Senior,Male,Married,Finance,Full-Time,No
Dissatisfied,3,9,40-49,1,1-5,Senior,Female,Divorced,Finance,Part-Time,No
Dissatisfied,4,7,40-49,1,16-20,Senior,Female,Married,Marketing,Full-Time,No
Dissatisfied,1,7,20-29,2,1-5,Mid,Female,Single,Marketing,Full-Time,No
Dissatisfied,1,6,50-59,4,1-5,Senior,Female,Married,Finance,Contract,No
Dissatisfied,2,6,50-59,2,6-10,Lead,Male,Married,Finance,Full-Time,No
Dissatisfied,3,6,30-39,1,11-15,Senior,Male,Married,HR,Full-Time,No
Dissatisfied,5,7,30-39,3,11-15,Senior,Male,Married,Legal,Contract,No
Dissatisfied,4,7,50-59,1,1-5,Senior,Female,Married,Marketing,Full-Time,No
Dissatisfied,3,6,50-59,1,26-30,Lead,Male,Divorced,Legal,Part-Time,No
Dissatisfied,3,5,30-39,1,6-10,Senior,Female,Married,Legal,Part-Time,No
Dissatisfied,2,7,30-39,3,16-20,Senior,Male,Married,Finance,Part-Time,No
Dissatisfied,1,7,40-49,3,16-20,Senior,Male,Married,Finance,Part-Time,No
Dissatisfied,5,6,40-49,1,21-25,Lead,Male,Married,Operations,Full-Time,No
Dissatisfied,5,8,30-39,3,1-5,Senior,Male,Married,Marketing,Full-Time,No
Dissatisfied,3,6,30-39,3,11-15,Senior,Female,Married,Legal,Part-Time,No
